Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status,Error_Missing_Transaction_ID,Error_Invalid_Transaction_ID,Error_Duplicate_Transaction_ID,Error_Missing_Customer_ID,Error_Invalid_Customer_ID,Error_Missing_Date,Error_Invalid_Date,Error_Missing_Product,Error_Invalid_Product,Error_Missing_Quantity,Error_Invalid_Quantity,Error_Missing_Price,Error_Invalid_Price_Format,Error_Invalid_Price_Value,Error_Missing_Payment_Method,Error_Nonstandard_Payment,Error_Missing_Status,Error_Nonstandard_Status,Error_Count,Error_Type,Is_Anomaly
T3077,2021-08-02,,Tablet,7.0,646.4164515623916,creditcard,complete,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,Missing Customer ID | Invalid Customer ID | Nonstandard Payment Method | Nonstandard Status,1
T3078,2022-05-27,C3890,Laptop,10.0,331.2656543777612,PayPal,Pending,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clean,0
T3079,2023-13-01,C4107,Coffee Machine,514.0,$-904.89,PayPal ,Completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T3080,2025-02-30,C2192,Headphones,531.0,,PayPal,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,Invalid Date | Missing Price | Missing Status,1
T3081,2023-13-01,C4083,T,-9.0,-687.2330086575951,credit card,Completed,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,5,Invalid Date | Invalid Product | Invalid Quantity | Invalid Price Value | Nonstandard Payment Method,1
,2025-02-30,C1957,Hea,6.0,-571.3876999459051,PayPal,complete,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,6,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Invalid Product | Invalid Price Value | Nonstandard Status,1
T3083,2023-13-01,C1355,Laptop,7.0,-328.91946288211955,credit card,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T3084,2025-02-30,C4814,Tablet,989.0,,PayPal,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
T3085,2025-02-30,C1357,Smartphone,-9.0,-930.7725070652035,Credit Card,complete,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,4,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Status,1
T3086,2020-11-14,C774,Smartphone,-1.0,$445.76,pay pal,Pending,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,Invalid Quantity | Nonstandard Payment Method,1
T3087,2021-03-28,C973,Laptop,652.0,,creditcard,complete,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T3088,2024-07-03,C733,Coffee Machine,6.0,208.54210111498648,creditcard,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,Nonstandard Payment Method | Nonstandard Status,1
T3089,2023-13-01,C3440,Headphones,557.0,-795.5195872912917,creditcard,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Missing Status,1
T3090,2025-02-30,C4023,Tablet,-5.0,237.5581403553854,Cash,Failed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Invalid Date | Invalid Quantity,1
T3091,2025-02-30,C4149,Headphones,3.0,-711.3452931634711,credit card,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T3092,2023-13-01,C1468,Smartphone,10.0,-351.03558221482297,PayPal ,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,Invalid Date | Invalid Price Value | Nonstandard Status,1
T3093,2024-06-24,C2122,Ta,5.0,648.157093091415,Cash,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,Invalid Product | Missing Status,1
,2023-13-01,C3138,Headphones,322.0,-343.6382404882304,PayPal,Completed,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Invalid Price Value,1
T3095,2023-13-01,C3564,Headphones,502.0,$-54.28,Cash,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,Invalid Date | Invalid Price Value | Missing Status,1
T3096,2020-04-29,C3923,Laptop,439.0,-606.8149911346919,creditcard,Completed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,Invalid Price Value | Nonstandard Payment Method,1
T3097,2025-02-30,C3136,Coffee Machine,992.0,,PayPal,Failed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Invalid Date | Missing Price,1
T3098,2025-02-30,C270,Smartphone,-1.0,,Cash,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4,Invalid Date | Invalid Quantity | Missing Price | Missing Status,1
T3099,2020-04-26,C4643,Coffee Machine,9.0,284.7977381542014,credit card,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,Nonstandard Payment Method | Nonstandard Status,1
T3100,2025-02-30,C1139,Headphones,7.0,416.15728099809576,PayPal,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
T3101,2023-13-01,C1351,Tablet,773.0,-561.1727680965473,PayPal,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T3102,2025-02-30,C157,Coffee Machine,-6.0,-881.3708768791321,Cash,Completed,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,Duplicate Transaction ID | Invalid Date | Invalid Quantity | Invalid Price Value,1
T3103,2025-02-30,C1257,Smartphone,405.0,920.1056233596333,credit card,Pending,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Invalid Date | Nonstandard Payment Method,1
T3104,2021-05-06,C2361,Smartphone,-8.0,-568.3031805329299,Credit Card,Completed,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,Invalid Quantity | Invalid Price Value,1
T3105,2023-13-01,C4131,Coffee Machine,477.0,$871.93,PayPal ,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
,2023-13-01,C523,Coffee Machine,-9.0,,Cash,Failed,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,5,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Invalid Quantity | Missing Price,1
T3107,2023-13-01,C1550,Laptop,603.0,591.9304208809692,creditcard,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Invalid Date | Nonstandard Payment Method,1
,2025-02-30,C3438,Laptop,947.0,-697.6638688391877,Credit Card,,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,5,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Invalid Price Value | Missing Status,1
T3109,2025-02-30,C539,Tablet,8.0,$-991.67,credit card,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,Invalid Date | Invalid Price Value | Nonstandard Payment Method,1
T3110,2025-01-03,C043,Smartphone,10.0,-111.53591773705875,Credit Card,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,Invalid Price Value | Nonstandard Status,1
T3111,2025-02-30,C3290,Smartphone,5.0,$419.30,credit card,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,Invalid Date | Nonstandard Payment Method | Missing Status,1
T3112,,C1546,Coffee Machine,-10.0,889.8154220635445,PayPal ,Completed,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,Missing Date | Invalid Quantity,1
T3113,2024-01-12,C1277,Laptop,474.0,-654.2961337601728,Cash,complete,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,Invalid Price Value | Nonstandard Status,1
T3114,,C737,Headphones,3.0,721.8013409905894,credit card,Failed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,Missing Date | Nonstandard Payment Method,1
T3115,2023-13-01,C3148,Headphones,-9.0,,PayPal ,completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Status,1
T3116,2024-11-15,C1278,Laptop,360.0,637.1575306732913,PayPal,Failed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Clean,0
T3117,2025-02-30,C4724,Smartphone,6.0,$-448.36,Cash,Completed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
,2025-02-30,C3855,Coffee Mac,9.0,346.4741133832364,Credit Card,Completed,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Invalid Product,1
T3119,2023-13-01,,Coffee Machine,-10.0,$63.73,PayPal ,complete,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,5,Missing Customer ID | Invalid Customer ID | Invalid Date | Invalid Quantity | Nonstandard Status,1
T3120,2025-02-30,C3377,Coffee Machine,,-734.6732975199611,PayPal,,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4,Invalid Date | Missing Quantity | Invalid Price Value | Missing Status,1
T3121,2025-02-30,C149,Headphones,-2.0,,Credit Card,completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Status,1
T3122,2023-13-01,C2158,Smartphone,-6.0,805.5348271670883,pay pal,Pending,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,Invalid Date | Invalid Quantity | Nonstandard Payment Method,1
T3123,2025-02-30,C1903,Coffee Machine,470.0,,Cash,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
,2025-02-30,C2577,Coffee Machine,-10.0,-501.7473286373209,Credit Card,Failed,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Invalid Quantity | Invalid Price Value,1
T3125,2024-09-02,C2644,Coffe,-6.0,-769.4095893275735,PayPal,Pending,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,Invalid Product | Invalid Quantity | Invalid Price Value,1
T3126,2024-03-07,C1954,Tablet,761.0,-87.8757218429023,Credit Card,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,Invalid Price Value | Nonstandard Status,1
T3127,2025-02-30,C948,Laptop,10.0,-363.54746433834964,PayPal ,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,Invalid Date | Invalid Price Value | Missing Status,1
T3128,2023-13-01,C1715,Laptop,10.0,-56.147955953628866,creditcard,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Missing Status,1
T3129,2022-04-18,C1014,Smartphone,-7.0,-912.1058443235718,PayPal ,Failed,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,Invalid Quantity | Invalid Price Value,1
T3130,2020-05-20,C1861,Coffee Machine,8.0,-726.7286431982882,credit card,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T3131,2025-02-30,C2247,Smartphone,-3.0,,PayPal ,Completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,Invalid Date | Invalid Quantity | Missing Price,1
T3132,2024-09-09,C694,Headphones,9.0,800.5988667421934,PayPal ,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Nonstandard Status,1
T3133,2020-11-25,C195,Coffee Machine,9.0,,Credit Card,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,Missing Price | Missing Status,1
T3134,2023-13-01,C4254,Tablet,911.0,-685.5420859107483,PayPal,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T3135,2023-13-01,C2951,Tablet,7.0,474.4413440737073,PayPal ,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
T3136,2025-02-30,C1603,Smartphone,-4.0,,Credit Card,Completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,Invalid Date | Invalid Quantity | Missing Price,1
T3137,,C082,Tablet,589.0,,pay pal,Completed,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,Missing Date | Missing Price | Nonstandard Payment Method,1
T3138,2025-02-30,,Tablet,937.0,547.0954640233479,PayPal ,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4,Missing Customer ID | Invalid Customer ID | Invalid Date | Missing Status,1
T3139,,C793,Tablet,7.0,-522.4943457661388,credit card,complete,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,4,Missing Date | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T3140,2025-02-30,C4329,Tablet,-4.0,-830.1327291321957,credit card,Failed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Payment Method,1
T3141,2023-06-15,C4496,Laptop,-6.0,,PayPal,Failed,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,Invalid Quantity | Missing Price,1
T3142,2025-02-30,,Laptop,129.0,-449.52797232479725,PayPal ,Pending,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,Missing Customer ID | Invalid Customer ID | Invalid Date | Invalid Price Value,1
,2021-06-21,C1310,Smartphone,7.0,-291.40832969189614,pay pal,Failed,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,Missing Transaction ID | Invalid Transaction ID | Invalid Price Value | Nonstandard Payment Method,1
T3144,2025-02-30,C962,Tablet,-3.0,917.8629375123998,credit card,completed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,4,Invalid Date | Invalid Quantity | Nonstandard Payment Method | Nonstandard Status,1
T3145,2023-13-01,C2181,Headphones,-4.0,-652.6594206239846,Credit Card,,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4,Invalid Date | Invalid Quantity | Invalid Price Value | Missing Status,1
T3146,2025-02-30,C1908,Laptop,296.0,,creditcard,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,4,Invalid Date | Missing Price | Nonstandard Payment Method | Missing Status,1
T3147,2023-13-01,C4585,Coffee Machine,-6.0,,PayPal,Pending,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,Invalid Date | Invalid Quantity | Missing Price,1
T3148,2025-02-30,C4543,Headphones,6.0,$-695.62,Credit Card,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,Invalid Date | Invalid Price Value | Missing Status,1
T3149,2023-13-01,,Co,1.0,$-681.92,PayPal ,complete,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,6,Missing Customer ID | Invalid Customer ID | Invalid Date | Invalid Product | Invalid Price Value | Nonstandard Status,1
T3150,2023-13-01,,Laptop,6.0,$-496.48,credit card,,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,6,Missing Customer ID | Invalid Customer ID | Invalid Date | Invalid Price Value | Nonstandard Payment Method | Missing Status,1
T3151,2025-02-30,C4619,Smartphone,-4.0,575.0213755738671,Credit Card,Completed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Invalid Date | Invalid Quantity,1
T3152,2023-13-01,C2881,Coffee Machine,524.0,,PayPal ,Completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Invalid Date | Missing Price,1
T3153,2025-02-30,,Coffee Machine,5.0,499.65627645614524,pay pal,Failed,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4,Missing Customer ID | Invalid Customer ID | Invalid Date | Nonstandard Payment Method,1
T3154,2023-13-01,,Coffee Machine,139.0,-464.6539797830153,creditcard,Completed,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,5,Missing Customer ID | Invalid Customer ID | Invalid Date | Invalid Price Value | Nonstandard Payment Method,1
T3155,2020-11-24,C4560,Smartphone,5.0,,credit card,complete,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T27469,2023-13-01,C182,Smartphone,-9.0,-491.191297294704,PayPal ,Pending,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,Duplicate Transaction ID | Invalid Date | Invalid Quantity | Invalid Price Value,1
T3157,2023-13-01,C2466,Headphones,554.0,,PayPal,Completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Invalid Date | Missing Price,1
T3158,2023-13-01,C775,Headphones,928.0,495.64398264813025,Cash,Failed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Invalid Date,1
T3159,2023-13-01,C1769,Coffee Machine,509.0,-140.70815394444992,credit card,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,4,Invalid Date | Invalid Price Value | Nonstandard Payment Method | Missing Status,1
T3160,2023-13-01,C3268,Coffee Machine,952.0,,PayPal,Pending,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Invalid Date | Missing Price,1
T3161,2023-07-11,C1242,Coffee Machine,515.0,,Cash,completed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,Missing Price | Nonstandard Status,1
T3162,2023-13-01,C4764,Smartphone,598.0,-159.1882029239124,PayPal ,Pending,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T3163,2025-02-30,C724,Smartphone,-8.0,360.1462797399813,credit card,completed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,4,Invalid Date | Invalid Quantity | Nonstandard Payment Method | Nonstandard Status,1
T3164,,C4485,Laptop,333.0,-468.9473683351059,Credit Card,Completed,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,Missing Date | Invalid Price Value,1
T3165,2023-13-01,C1217,Laptop,665.0,$997.89,PayPal,completed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,Invalid Date | Nonstandard Status,1
T3166,2022-08-21,C481,Laptop,10.0,,credit card,Pending,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Missing Price | Nonstandard Payment Method,1
T3167,2023-13-01,C1544,Coffee Machine,1.0,-453.99420114484235,PayPal,Pending,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T3168,2023-13-01,C3962,Tablet,,,Cash,Completed,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,Invalid Date | Missing Quantity | Missing Price,1
T3169,2025-02-30,C715,Laptop,-10.0,-345.7863507388323,pay pal,Completed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Payment Method,1
T3170,2025-02-30,C4328,Smartphone,9.0,884.1248399881775,PayPal,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,Invalid Date | Missing Status,1
T3171,2021-02-02,C1134,Tablet,812.0,,pay pal,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,Missing Price | Nonstandard Payment Method | Missing Status,1
T3172,2023-13-01,C531,Headphones,1.0,-155.05570139817542,PayPal ,Pending,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Invalid Date | Invalid Price Value,1
T3173,2023-13-01,C4371,Coffee Machine,-5.0,-293.6778011733062,pay pal,Completed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Payment Method,1
T3174,2023-13-01,C1791,Headphones,7.0,-122.67314986926476,Credit Card,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,Invalid Date | Invalid Price Value | Nonstandard Status,1
T3175,2022-08-10,C2521,Coffee Machine,-2.0,,PayPal,Failed,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,Invalid Quantity | Missing Price,1
T3176,2024-10-16,C955,Smartphone,8.0,-774.504902539251,PayPal ,Pending,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Invalid Price Value,1
T3177,2025-02-30,C3644,Coffee Machine,-3.0,,Credit Card,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4,Invalid Date | Invalid Quantity | Missing Price | Missing Status,1
T3178,2025-02-30,C3674,Smartphone,188.0,,PayPal ,Pending,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Invalid Date | Missing Price,1
T3179,2023-13-01,C2259,Coffee Machine,,,Credit Card,Completed,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,Invalid Date | Missing Quantity | Missing Price,1
T3180,2023-13-01,C2671,Coffee Machine,-2.0,,PayPal ,completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,4,Invalid Date | Invalid Quantity | Missing Price | Nonstandard Status,1
T3181,2025-02-30,C426,Laptop,10.0,-200.22986822328562,PayPal ,complete,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,Invalid Date | Invalid Price Value | Nonstandard Status,1
T3182,2022-09-10,C258,Headphones,966.0,230.61400383718413,PayPal,completed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Nonstandard Status,1
T22817,2023-10-26,C2713,Headphones,-9.0,$871.56,Cash,completed,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,Duplicate Transaction ID | Invalid Quantity | Nonstandard Status,1
T3184,2023-13-01,C3822,Headphones,-8.0,322.29996259826436,credit card,Completed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,3,Invalid Date | Invalid Quantity | Nonstandard Payment Method,1
T3185,2025-02-30,C960,Headphones,-1.0,-369.04187302276625,PayPal ,Completed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,Invalid Date | Invalid Quantity | Invalid Price Value,1
T3186,2025-02-30,C1117,Headphones,,-635.588436831667,creditcard,completed,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,5,Invalid Date | Missing Quantity | Invalid Price Value | Nonstandard Payment Method | Nonstandard Status,1
T3187,2023-13-01,C3427,Tablet,368.0,,PayPal,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
T3188,2024-03-01,C098,Smartphone,667.0,235.2450515691346,PayPal ,complete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Nonstandard Status,1
T3189,2024-02-25,C1223,Smartphone,606.0,,PayPal ,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,Missing Price | Missing Status,1
T3190,2025-02-30,C897,Headphones,472.0,,credit card,complete,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,Invalid Date | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T3191,2020-05-30,C3264,He,797.0,,PayPal,Failed,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,Invalid Product | Missing Price,1
T3192,2023-04-01,C4859,Laptop,7.0,,PayPal ,Completed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Missing Price,1
T3193,2024-03-30,C2334,Smartphone,,775.4109520295018,pay pal,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,Missing Quantity | Nonstandard Payment Method | Missing Status,1
,2023-13-01,C4648,Ta,3.0,,Cash,Pending,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,5,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Invalid Product | Missing Price,1
T3195,2024-01-05,C1623,Headphones,830.0,,pay pal,completed,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T3196,2023-13-01,C3884,Headphones,,-147.535714104249,creditcard,Pending,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4,Invalid Date | Missing Quantity | Invalid Price Value | Nonstandard Payment Method,1
T3197,2025-02-30,C2690,Headphones,219.0,-205.07446240687398,Credit Card,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,Invalid Date | Invalid Price Value | Missing Status,1
T3198,2022-02-18,C514,Laptop,663.0,-502.2512966296267,PayPal ,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,Invalid Price Value | Missing Status,1
T3199,2025-01-16,C2551,Coffee Machine,895.0,,credit card,Pending,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Missing Price | Nonstandard Payment Method,1
T3200,2023-13-01,C4284,Smartphone,-7.0,-231.22168825542326,Credit Card,completed,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,4,Invalid Date | Invalid Quantity | Invalid Price Value | Nonstandard Status,1
T3201,2023-13-01,C3121,Laptop,6.0,,credit card,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,4,Invalid Date | Missing Price | Nonstandard Payment Method | Nonstandard Status,1
T3202,2021-11-02,C2200,Table,3.0,-66.81203428223375,PayPal ,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,Invalid Product | Invalid Price Value | Missing Status,1
T3203,,C3116,Laptop,677.0,$-493.69,credit card,Pending,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,Missing Date | Invalid Price Value | Nonstandard Payment Method,1
T3204,2023-13-01,C1263,Headphones,-9.0,148.69059039290886,Credit Card,completed,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,Invalid Date | Invalid Quantity | Nonstandard Status,1
T3205,2023-13-01,C4436,Tablet,9.0,,PayPal,completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,Invalid Date | Missing Price | Nonstandard Status,1
,2023-13-01,C3607,Tablet,413.0,357.75163576818585,creditcard,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,Missing Transaction ID | Invalid Transaction ID | Invalid Date | Nonstandard Payment Method | Missing Status,1
T3207,2025-02-30,C4255,Smartphone,881.0,,credit card,Completed,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,Invalid Date | Missing Price | Nonstandard Payment Method,1
T3208,2023-13-01,C221,Smartphone,-8.0,,Cash,Completed,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,Invalid Date | Invalid Quantity | Missing Price,1
